date,region,product_category,fulfillment_center,units,gross_revenue
2025-01-10,East,Electronics,CENTRAL_DC,2,238.64
2025-01-10,East,Home,EAST_DC,27,1253.9
2025-01-10,East,Home,WEST_DC,2,89.1
2025-01-10,East,Home,CENTRAL_DC,2,93.01
2025-01-10,East,Apparel,EAST_DC,22,661.37
2025-01-10,East,Apparel,WEST_DC,2,60.29
2025-01-10,East,Apparel,CENTRAL_DC,4,123.87
2025-01-10,East,Accessories,EAST_DC,5,73.97
2025-01-10,Central,Electronics,CENTRAL_DC,28,3318.97
2025-01-10,Central,Electronics,WEST_DC,5,594.88
2025-01-10,Central,Electronics,EAST_DC,5,603.34
2025-01-10,Central,Home,CENTRAL_DC,22,1067.15
2025-01-10,Central,Home,WEST_DC,3,135.9
2025-01-10,Central,Home,EAST_DC,2,93.87
2025-01-10,Central,Apparel,CENTRAL_DC,30,917.97
2025-01-10,Central,Apparel,WEST_DC,4,123.91
2025-01-10,Central,Apparel,EAST_DC,1,30.33
2025-01-10,Central,Accessories,CENTRAL_DC,3,42.31
2025-01-11,West,Electronics,WEST_DC,27,2951.85
2025-01-11,West,Electronics,EAST_DC,3,354.13
2025-01-11,West,Electronics,CENTRAL_DC,7,900.99
2025-01-11,West,Home,WEST_DC,21,947.82
2025-01-11,West,Home,EAST_DC,3,134.65
2025-01-11,West,Home,CENTRAL_DC,3,138.2
2025-01-11,West,Apparel,WEST_DC,18,524.28
2025-01-11,West,Apparel,EAST_DC,8,233.61
2025-01-11,West,Apparel,CENTRAL_DC,1,31.2
2025-01-11,West,Accessories,WEST_DC,3,47.11
2025-01-11,East,Electronics,EAST_DC,22,2690.49
2025-01-11,East,Electronics,CENTRAL_DC,1,118.06
2025-01-11,East,Home,EAST_DC,19,861.35
2025-01-11,East,Home,WEST_DC,4,179.03
2025-01-11,East,Home,CENTRAL_DC,1,44.66
2025-01-11,East,Apparel,EAST_DC,23,697.97
2025-01-11,East,Apparel,WEST_DC,3,91.5
2025-01-11,East,Apparel,CENTRAL_DC,4,121.07
2025-01-11,East,Accessories,EAST_DC,6,90.14
2025-01-11,East,Accessories,WEST_DC,1,14.66
2025-01-11,Central,Electronics,CENTRAL_DC,16,1930.83
2025-01-11,Central,Electronics,WEST_DC,5,573.93
2025-01-11,Central,Electronics,EAST_DC,6,718.53
2025-01-11,Central,Home,CENTRAL_DC,11,513.53
2025-01-11,Central,Home,WEST_DC,4,178.64
2025-01-11,Central,Home,EAST_DC,4,181.96
2025-01-11,Central,Apparel,CENTRAL_DC,15,471.75
2025-01-11,Central,Apparel,WEST_DC,2,57.8
2025-01-11,Central,Apparel,EAST_DC,2,60.45
2025-01-11,Central,Accessories,CENTRAL_DC,3,45.33
2025-01-11,Central,Accessories,WEST_DC,1,14.2
2025-01-12,West,Electronics,WEST_DC,21,2560.91
2025-01-12,West,Electronics,EAST_DC,5,613.73
2025-01-12,West,Electronics,CENTRAL_DC,3,364.84
2025-01-12,West,Home,WEST_DC,15,684.04
2025-01-12,West,Home,EAST_DC,4,175.64
2025-01-12,West,Home,CENTRAL_DC,2,86.54
2025-01-12,West,Apparel,WEST_DC,23,690.66
2025-01-12,West,Apparel,EAST_DC,6,181.45
2025-01-12,West,Apparel,CENTRAL_DC,2,58.88
2025-01-12,West,Accessories,WEST_DC,1,14.53
2025-01-12,East,Electronics,EAST_DC,32,3804.23
2025-01-12,East,Electronics,WEST_DC,3,356.91
2025-01-12,East,Electronics,CENTRAL_DC,2,238.63
2025-01-12,East,Home,EAST_DC,13,621.02
2025-01-12,East,Home,WEST_DC,3,135.7
2025-01-12,East,Home,CENTRAL_DC,2,89.09
2025-01-12,East,Apparel,EAST_DC,16,482.37
2025-01-12,East,Apparel,WEST_DC,2,59.3
2025-01-12,East,Apparel,CENTRAL_DC,2,63.33
2025-01-12,East,Accessories,EAST_DC,2,29.22
2025-01-12,Central,Electronics,CENTRAL_DC,21,2451.78
2025-01-12,Central,Electronics,WEST_DC,7,831.37
2025-01-12,Central,Electronics,EAST_DC,4,478.83
2025-01-12,Central,Home,CENTRAL_DC,15,690.89
2025-01-12,Central,Home,WEST_DC,2,90.74
2025-01-12,Central,Home,EAST_DC,1,44.04
2025-01-12,Central,Apparel,CENTRAL_DC,14,425.29
2025-01-12,Central,Apparel,WEST_DC,3,91.05
2025-01-12,Central,Apparel,EAST_DC,5,149.25
2025-01-12,Central,Accessories,CENTRAL_DC,7,103.55
2025-01-13,West,Electronics,WEST_DC,48,5617.15
2025-01-13,West,Electronics,EAST_DC,6,703.1
2025-01-13,West,Electronics,CENTRAL_DC,1,111.65
2025-01-13,West,Home,WEST_DC,16,697.73
2025-01-13,West,Home,CENTRAL_DC,3,134.77
2025-01-13,West,Apparel,WEST_DC,18,550.49
2025-01-13,West,Apparel,EAST_DC,2,59.98
2025-01-13,West,Apparel,CENTRAL_DC,3,91.89
2025-01-13,West,Accessories,WEST_DC,1,14.3
2025-01-13,East,Electronics,EAST_DC,34,3800.84
2025-01-13,East,Electronics,WEST_DC,2,229.22
2025-01-13,East,Electronics,CENTRAL_DC,3,350.03
2025-01-13,East,Home,EAST_DC,24,1094.51
2025-01-13,East,Home,CENTRAL_DC,1,45.08
2025-01-13,East,Apparel,EAST_DC,21,644.7
2025-01-13,East,Accessories,EAST_DC,1,15.53
2025-01-13,Central,Electronics,CENTRAL_DC,27,3290.18
2025-01-13,Central,Electronics,WEST_DC,8,949.29
2025-01-13,Central,Electronics,EAST_DC,7,817.49
2025-01-13,Central,Home,CENTRAL_DC,20,930.67
2025-01-13,Central,Home,WEST_DC,6,262.54
2025-01-13,Central,Apparel,CENTRAL_DC,27,827.98
2025-01-13,Central,Apparel,WEST_DC,2,61.15
2025-01-13,Central,Apparel,EAST_DC,3,90.92
2025-01-13,Central,Accessories,CENTRAL_DC,1,15.76
2025-01-14,West,Electronics,WEST_DC,37,4467.01
2025-01-14,West,Electronics,EAST_DC,2,232.13
2025-01-14,West,Electronics,CENTRAL_DC,6,728.58
2025-01-14,West,Home,WEST_DC,19,851.13
2025-01-14,West,Home,EAST_DC,2,87.99
2025-01-14,West,Home,CENTRAL_DC,2,86.62
2025-01-14,West,Apparel,WEST_DC,30,928.6
2025-01-14,West,Apparel,EAST_DC,1,30.92
2025-01-14,West,Accessories,WEST_DC,9,132.66
2025-01-14,East,Electronics,EAST_DC,26,3142.85
2025-01-14,East,Electronics,WEST_DC,6,725.9
2025-01-14,East,Electronics,CENTRAL_DC,8,927.18
2025-01-14,East,Home,EAST_DC,17,716.42
2025-01-14,East,Home,WEST_DC,2,84.97
2025-01-14,East,Home,CENTRAL_DC,5,225.2
2025-01-14,East,Apparel,EAST_DC,26,816.54
2025-01-14,East,Apparel,WEST_DC,5,144.92
2025-01-14,East,Apparel,CENTRAL_DC,2,59.32
2025-01-14,East,Accessories,EAST_DC,5,78.95
2025-01-14,Central,Electronics,CENTRAL_DC,37,4345.79
2025-01-14,Central,Electronics,WEST_DC,6,740.93
2025-01-14,Central,Electronics,EAST_DC,6,712.18
2025-01-14,Central,Home,CENTRAL_DC,23,1045.45
2025-01-14,Central,Home,WEST_DC,2,91.15
2025-01-14,Central,Home,EAST_DC,4,169.54
2025-01-14,Central,Apparel,CENTRAL_DC,34,998.78
2025-01-14,Central,Apparel,WEST_DC,10,307.48
2025-01-14,Central,Apparel,EAST_DC,5,143.96
2025-01-14,Central,Accessories,CENTRAL_DC,1,14.15
2025-01-14,Central,Accessories,WEST_DC,1,14.12
2025-01-14,Central,Accessories,EAST_DC,1,14.99
2025-01-15,West,Electronics,WEST_DC,27,3132.0
2025-01-15,West,Electronics,EAST_DC,8,926.25
2025-01-15,West,Electronics,CENTRAL_DC,1,116.06
2025-01-15,West,Home,WEST_DC,21,921.38
2025-01-15,West,Home,EAST_DC,2,88.49
2025-01-15,West,Apparel,WEST_DC,18,526.03
2025-01-15,West,Apparel,EAST_DC,5,152.15
2025-01-15,West,Apparel,CENTRAL_DC,5,143.09
2025-01-15,West,Accessories,WEST_DC,5,75.16
2025-01-15,East,Electronics,EAST_DC,37,4571.52
2025-01-15,East,Electronics,WEST_DC,4,496.67
2025-01-15,East,Electronics,CENTRAL_DC,6,751.02
2025-01-15,East,Home,EAST_DC,25,1129.02
2025-01-15,East,Home,WEST_DC,4,176.91
2025-01-15,East,Home,CENTRAL_DC,1,44.78
2025-01-15,East,Apparel,EAST_DC,28,840.15
2025-01-15,East,Apparel,WEST_DC,2,60.81
2025-01-15,East,Apparel,CENTRAL_DC,5,155.24
2025-01-15,East,Accessories,EAST_DC,4,60.38
2025-01-15,Central,Electronics,CENTRAL_DC,30,3636.27
2025-01-15,Central,Electronics,WEST_DC,4,437.8
2025-01-15,Central,Electronics,EAST_DC,3,364.14
2025-01-15,Central,Home,CENTRAL_DC,21,924.81
2025-01-15,Central,Home,WEST_DC,6,281.1
2025-01-15,Central,Home,EAST_DC,7,310.43
2025-01-15,Central,Apparel,CENTRAL_DC,32,931.13
2025-01-15,Central,Apparel,WEST_DC,4,119.6
2025-01-15,Central,Apparel,EAST_DC,1,29.97
2025-01-15,Central,Accessories,CENTRAL_DC,3,45.83
2025-01-15,Central,Accessories,EAST_DC,1,14.55
2025-01-16,West,Electronics,WEST_DC,35,4258.38
2025-01-16,West,Electronics,EAST_DC,4,457.96
2025-01-16,West,Electronics,CENTRAL_DC,5,604.13
2025-01-16,West,Home,WEST_DC,24,1070.2
2025-01-16,West,Home,EAST_DC,6,266.09
2025-01-16,West,Home,CENTRAL_DC,3,138.53
2025-01-16,West,Apparel,WEST_DC,40,1227.61
2025-01-16,West,Apparel,EAST_DC,4,120.44
2025-01-16,West,Apparel,CENTRAL_DC,4,120.47
2025-01-16,West,Accessories,WEST_DC,3,46.02
2025-01-16,West,Accessories,EAST_DC,1,15.17
2025-01-16,West,Accessories,CENTRAL_DC,1,14.44
2025-01-16,East,Electronics,EAST_DC,30,3605.63
2025-01-16,East,Electronics,WEST_DC,2,238.03
2025-01-16,East,Electronics,CENTRAL_DC,2,237.57
2025-01-16,East,Home,EAST_DC,23,969.55
2025-01-16,East,Home,WEST_DC,2,89.02
2025-01-16,East,Home,CENTRAL_DC,1,42.06
2025-01-16,East,Apparel,EAST_DC,18,531.89
2025-01-16,East,Apparel,WEST_DC,6,182.62
2025-01-16,East,Apparel,CENTRAL_DC,6,177.15
2025-01-16,East,Accessories,EAST_DC,5,72.85
2025-01-16,East,Accessories,WEST_DC,3,45.59
2025-01-16,East,Accessories,CENTRAL_DC,1,14.44
2025-01-16,Central,Electronics,CENTRAL_DC,36,4339.42
2025-01-16,Central,Electronics,WEST_DC,3,364.44
2025-01-16,Central,Electronics,EAST_DC,6,722.56
2025-01-16,Central,Home,CENTRAL_DC,21,926.73
2025-01-16,Central,Home,WEST_DC,7,314.43
2025-01-16,Central,Home,EAST_DC,3,130.66
2025-01-16,Central,Apparel,CENTRAL_DC,21,612.75
2025-01-16,Central,Apparel,WEST_DC,6,181.22
2025-01-16,Central,Accessories,CENTRAL_DC,5,75.25
2025-01-17,West,Electronics,WEST_DC,38,4478.46
2025-01-17,West,Electronics,EAST_DC,2,240.06
2025-01-17,West,Electronics,CENTRAL_DC,3,368.59
2025-01-17,West,Home,WEST_DC,19,870.75
2025-01-17,West,Home,EAST_DC,1,45.81
2025-01-17,West,Home,CENTRAL_DC,1,45.7
2025-01-17,West,Apparel,WEST_DC,25,768.9
2025-01-17,West,Apparel,EAST_DC,3,94.02
2025-01-17,West,Apparel,CENTRAL_DC,4,119.02
2025-01-17,West,Accessories,WEST_DC,3,45.61
2025-01-17,West,Accessories,CENTRAL_DC,1,15.0
2025-01-17,East,Electronics,EAST_DC,27,3230.43
2025-01-17,East,Electronics,WEST_DC,8,952.98
2025-01-17,East,Electronics,CENTRAL_DC,4,449.8
2025-01-17,East,Home,EAST_DC,33,1542.4
2025-01-17,East,Home,WEST_DC,1,45.08
2025-01-17,East,Home,CENTRAL_DC,2,90.1
2025-01-17,East,Apparel,EAST_DC,28,826.31
2025-01-17,East,Apparel,WEST_DC,2,60.03
2025-01-17,East,Apparel,CENTRAL_DC,5,153.11
2025-01-17,East,Accessories,EAST_DC,2,30.87
2025-01-17,Central,Electronics,CENTRAL_DC,26,3257.87
2025-01-17,Central,Electronics,WEST_DC,4,444.71
2025-01-17,Central,Electronics,EAST_DC,2,229.79
2025-01-17,Central,Home,CENTRAL_DC,18,789.08
2025-01-17,Central,Home,WEST_DC,4,193.27
2025-01-17,Central,Home,EAST_DC,3,142.3
2025-01-17,Central,Apparel,CENTRAL_DC,29,828.23
2025-01-17,Central,Apparel,WEST_DC,5,146.57
2025-01-17,Central,Apparel,EAST_DC,3,90.4
2025-01-17,Central,Accessories,CENTRAL_DC,4,60.66
2025-01-17,Central,Accessories,WEST_DC,1,15.28
2025-01-18,West,Electronics,WEST_DC,26,3301.0
2025-01-18,West,Electronics,EAST_DC,3,381.17
2025-01-18,West,Electronics,CENTRAL_DC,9,1040.21
2025-01-18,West,Home,WEST_DC,20,911.35
2025-01-18,West,Home,EAST_DC,2,89.72
2025-01-18,West,Home,CENTRAL_DC,3,132.37
2025-01-18,West,Apparel,WEST_DC,18,554.37
2025-01-18,West,Apparel,EAST_DC,2,59.12
2025-01-18,West,Apparel,CENTRAL_DC,3,89.5
2025-01-18,West,Accessories,WEST_DC,1,15.6
2025-01-18,West,Accessories,CENTRAL_DC,1,14.98
2025-01-18,East,Electronics,EAST_DC,34,4169.19
2025-01-18,East,Electronics,WEST_DC,1,117.92
2025-01-18,East,Electronics,CENTRAL_DC,1,122.01
2025-01-18,East,Home,EAST_DC,23,964.06
2025-01-18,East,Home,WEST_DC,2,90.23
2025-01-18,East,Home,CENTRAL_DC,2,90.88
2025-01-18,East,Apparel,EAST_DC,23,716.43
2025-01-18,East,Apparel,WEST_DC,1,29.1
2025-01-18,East,Apparel,CENTRAL_DC,3,94.55
2025-01-18,East,Accessories,EAST_DC,5,75.68
2025-01-18,East,Accessories,CENTRAL_DC,1,14.67
2025-01-18,Central,Electronics,CENTRAL_DC,24,2966.34
2025-01-18,Central,Electronics,WEST_DC,1,120.35
2025-01-18,Central,Electronics,EAST_DC,2,245.73
2025-01-18,Central,Home,CENTRAL_DC,15,688.17
2025-01-18,Central,Home,WEST_DC,6,274.81
2025-01-18,Central,Home,EAST_DC,2,94.15
2025-01-18,Central,Apparel,CENTRAL_DC,31,913.27
2025-01-18,Central,Apparel,EAST_DC,6,188.75
2025-01-18,Central,Accessories,EAST_DC,1,15.36
2025-01-19,West,Electronics,WEST_DC,20,2368.39
2025-01-19,West,Electronics,EAST_DC,3,355.74
2025-01-19,West,Electronics,CENTRAL_DC,4,449.34
2025-01-19,West,Home,WEST_DC,16,733.27
2025-01-19,West,Home,CENTRAL_DC,2,92.04
2025-01-19,West,Apparel,WEST_DC,22,675.93
2025-01-19,West,Apparel,EAST_DC,2,58.78
2025-01-19,West,Apparel,CENTRAL_DC,4,121.45
2025-01-19,West,Accessories,WEST_DC,2,31.07
2025-01-19,East,Electronics,EAST_DC,18,2222.69
2025-01-19,East,Electronics,WEST_DC,1,121.05
2025-01-19,East,Electronics,CENTRAL_DC,5,571.4
2025-01-19,East,Home,EAST_DC,14,635.1
2025-01-19,East,Home,WEST_DC,2,91.11
2025-01-19,East,Apparel,EAST_DC,32,937.02
2025-01-19,East,Apparel,WEST_DC,6,182.31
2025-01-19,East,Apparel,CENTRAL_DC,5,151.98
2025-01-19,East,Accessories,EAST_DC,3,44.85
2025-01-19,Central,Electronics,CENTRAL_DC,24,2847.5
2025-01-19,Central,Electronics,WEST_DC,4,472.7
2025-01-19,Central,Electronics,EAST_DC,8,948.18
2025-01-19,Central,Home,CENTRAL_DC,11,489.36
2025-01-19,Central,Home,WEST_DC,4,182.04
2025-01-19,Central,Home,EAST_DC,6,260.87
2025-01-19,Central,Apparel,CENTRAL_DC,23,689.5
2025-01-19,Central,Apparel,WEST_DC,5,151.64
2025-01-19,Central,Apparel,EAST_DC,1,30.5
2025-01-19,Central,Accessories,CENTRAL_DC,7,101.58
2025-01-20,West,Electronics,WEST_DC,38,4623.23
2025-01-20,West,Electronics,EAST_DC,2,226.53
2025-01-20,West,Electronics,CENTRAL_DC,6,760.23
2025-01-20,West,Home,WEST_DC,17,757.56
2025-01-20,West,Home,EAST_DC,3,134.17
2025-01-20,West,Home,CENTRAL_DC,5,221.68
2025-01-20,West,Apparel,WEST_DC,24,731.09
2025-01-20,West,Apparel,EAST_DC,3,88.87
2025-01-20,West,Apparel,CENTRAL_DC,2,64.01
2025-01-20,West,Accessories,WEST_DC,2,29.8
2025-01-20,West,Accessories,EAST_DC,1,14.91
2025-01-20,West,Accessories,CENTRAL_DC,1,15.18
2025-01-20,East,Electronics,EAST_DC,30,3670.7
2025-01-20,East,Electronics,WEST_DC,3,368.05
2025-01-20,East,Electronics,CENTRAL_DC,4,476.1
2025-01-20,East,Home,EAST_DC,19,843.71
2025-01-20,East,Home,WEST_DC,3,123.03
2025-01-20,East,Home,CENTRAL_DC,2,86.63
2025-01-20,East,Apparel,EAST_DC,25,746.76
2025-01-20,East,Apparel,WEST_DC,4,121.04
2025-01-20,East,Apparel,CENTRAL_DC,6,192.56
2025-01-20,East,Accessories,EAST_DC,4,64.14
2025-01-20,East,Accessories,WEST_DC,1,15.04
2025-01-20,Central,Electronics,CENTRAL_DC,25,3041.37
2025-01-20,Central,Electronics,WEST_DC,5,617.79
2025-01-20,Central,Electronics,EAST_DC,7,841.01
2025-01-20,Central,Home,CENTRAL_DC,24,1116.45
2025-01-20,Central,Home,WEST_DC,3,134.95
2025-01-20,Central,Home,EAST_DC,7,293.64
2025-01-20,Central,Apparel,CENTRAL_DC,27,851.45
2025-01-20,Central,Apparel,WEST_DC,6,182.43
2025-01-20,Central,Apparel,EAST_DC,11,335.58
2025-01-20,Central,Accessories,CENTRAL_DC,5,73.6
2025-01-20,Central,Accessories,EAST_DC,1,14.52
2025-01-21,West,Electronics,WEST_DC,22,2546.43
2025-01-21,West,Electronics,EAST_DC,4,471.85
2025-01-21,West,Electronics,CENTRAL_DC,2,235.5
2025-01-21,West,Home,WEST_DC,23,1033.66
2025-01-21,West,Home,EAST_DC,2,95.39
2025-01-21,West,Home,CENTRAL_DC,3,135.54
2025-01-21,West,Apparel,WEST_DC,21,633.97
2025-01-21,West,Apparel,EAST_DC,2,58.71
2025-01-21,West,Apparel,CENTRAL_DC,4,124.72
2025-01-21,West,Accessories,WEST_DC,7,105.97
2025-01-21,West,Accessories,EAST_DC,1,15.44
2025-01-21,West,Accessories,CENTRAL_DC,1,14.48
2025-01-21,East,Electronics,EAST_DC,23,2885.56
2025-01-21,East,Electronics,WEST_DC,7,833.43
2025-01-21,East,Electronics,CENTRAL_DC,1,123.02
2025-01-21,East,Home,EAST_DC,19,834.4
2025-01-21,East,Home,WEST_DC,4,182.98
2025-01-21,East,Home,CENTRAL_DC,5,227.67
2025-01-21,East,Apparel,EAST_DC,25,735.86
2025-01-21,East,Apparel,WEST_DC,3,88.03
2025-01-21,East,Apparel,CENTRAL_DC,1,30.69
2025-01-21,East,Accessories,EAST_DC,3,45.99
2025-01-21,East,Accessories,WEST_DC,1,14.29
2025-01-21,East,Accessories,CENTRAL_DC,2,30.02
2025-01-21,Central,Electronics,CENTRAL_DC,35,3921.01
2025-01-21,Central,Electronics,WEST_DC,2,242.49
2025-01-21,Central,Electronics,EAST_DC,1,124.28
2025-01-21,Central,Home,CENTRAL_DC,23,962.21
2025-01-21,Central,Home,WEST_DC,4,185.09
2025-01-21,Central,Home,EAST_DC,3,131.01
2025-01-21,Central,Apparel,CENTRAL_DC,27,819.18
2025-01-21,Central,Apparel,WEST_DC,4,121.63
2025-01-21,Central,Apparel,EAST_DC,2,60.58
2025-01-21,Central,Accessories,CENTRAL_DC,5,78.06
2025-01-22,West,Electronics,WEST_DC,28,3334.56
2025-01-22,West,Electronics,EAST_DC,3,359.54
2025-01-22,West,Electronics,CENTRAL_DC,5,601.41
2025-01-22,West,Home,WEST_DC,28,1231.26
2025-01-22,West,Home,EAST_DC,6,274.68
2025-01-22,West,Home,CENTRAL_DC,7,315.44
